0.068356,-0.166010027,-0.279540112,-0.450903966,-0.482569435,-0.369916627,0.042980061,0.266351679,0.414181364,0.595625772
-0.138588004,-0.266093329,-0.159109875,0.379090999,0.88408379,1.285774122,1.469843134,1.514883856,1.403962621,1.346975984
0.197799951,0.082204631,0.07977022,-0.073040637,-0.300221557,-0.376466301,-0.333201888,-0.158719776,0.076150976,0.20158369
0.174445863,1.894402956,3.131849502,3.738776052,3.777177158,3.317138169,2.76917295,2.283731295,2.025444183,1.804024226
-0.585238675,-0.600636887,-0.219997675,0.397219337,0.868030294,1.161936189,1.335232587,1.385562071,1.376341631,1.271282589
-0.12085022,0.568944132,1.13778727,1.509292783,1.768073772,1.835880562,1.737236087,1.640661168,1.47624623,1.433682899
-0.532239573,-0.497087395,-0.216711168,0.256045387,0.621338549,0.924810551,1.002722414,1.081133686,1.083776231,1.078118098
-0.591914964,-0.769749746,-0.552432913,-0.100415448,0.355903779,0.636646216,0.783473551,0.848768392,0.985793837,0.967900927
0.107555609,0.068973743,-0.100444325,-0.203671858,-0.334788397,-0.435522765,-0.212235047,-0.004483905,0.144126571,0.258747433
-0.070196019,-0.315216861,-0.653364313,-0.657133215,-0.481289586,-0.1360974,0.262625258,0.351471824,0.565866225,0.621698748
0.043663491,-0.218361438,-0.377287134,-0.465077019,-0.487309095,-0.324119428,0.00316544,0.239659973,0.408553678,0.582559061
-0.158612774,-0.250739669,-0.095982864,0.384107232,0.891772906,1.308581339,1.482507535,1.442081218,1.410514926,1.369847362
0.151663468,0.122208119,0.106783374,-0.010932,-0.173439235,-0.272662053,-0.292200053,-0.13386887,0.091192069,0.213874542
0.161322322,1.84651067,3.060141528,3.744568291,3.823413526,3.397692948,2.825072556,2.328408088,2.043573007,1.806009601
-0.642423438,-0.627563308,-0.215358755,0.374980387,0.884407703,1.213724803,1.344740148,1.383687679,1.341305734,1.309152264
-0.104096549,0.596492882,1.233656479,1.655087959,1.874465844,1.860558156,1.780203465,1.698566219,1.577609812,1.556221614
-0.510115149,-0.445763455,-0.129930421,0.288636584,0.687837484,0.936848736,1.063301277,1.093041747,1.082873099,1.147905375
-0.547016952,-0.653868134,-0.519106927,-0.179175434,0.320511457,0.641969188,0.819717012,0.863465019,0.912949065,0.993827197
0.182658143,0.102361017,0.133343623,-0.007914889,-0.17951325,-0.327743109,-0.232907932,-0.001487287,0.148021857,0.27445858
0.002955114,-0.215565112,-0.560428231,-0.616013988,-0.553324315,-0.107724059,0.205222774,0.375088061,0.566951772,0.624974621
0.04012354,-0.19697808,-0.344248263,-0.421395132,-0.388387324,-0.253105964,0.07437505,0.287783679,0.457484641,0.617356304
-0.159573879,-0.211904993,-0.026007089,0.456018937,0.966996271,1.363876383,1.519637486,1.491680951,1.4726047,1.369847291
0.154045319,0.146705282,0.058856878,0.038148553,-0.092456233,-0.191382573,-0.206358525,-0.065708672,0.142420816,0.25056606
0.178829193,1.868556907,3.075080442,3.808060475,3.823413527,3.397692937,2.825072556,2.328408094,2.053112282,1.816467986
-0.606014533,-0.569611876,-0.140132912,0.423689344,0.933837517,1.253963075,1.379387509,1.402570156,1.370088983,1.286099494
-0.034725069,0.671388813,1.296149629,1.717995359,1.919429281,1.900121475,1.783442162,1.699572137,1.564508941,1.48169
-0.468957227,-0.397712978,-0.095004566,0.355183343,0.759398122,0.992543119,1.091009996,1.080823952,1.105311659,1.149569622
-0.553749445,-0.623322463,-0.469356224,-0.084076656,0.359774477,0.665538664,0.837083823,0.884768441,1.012286805,1.016241555
0.122559581,0.102500497,0.022319816,0.017952648,-0.123355609,-0.269185732,-0.191906241,0.031319379,0.176435472,0.28631845
-0.009801135,-0.189534906,-0.434978042,-0.538354546,-0.497465859,-0.061576459,0.259586152,0.412475423,0.61180484,0.674225608

